GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22111000009,22,111,000009,53,48,0,1,0,3,1,23,0,14,2,4,1,0,0,0,23,12,4,3,0,0,2,1,0,0,0,0,0,0,0,12,18
22111000010,22,111,000010,141,66,0,0,0,0,0,55,13,32,7,10,1,3,2,0,35,22,3,0,0,0,0,1,0,0,0,2,0,0,0,77,25
22111000011,22,111,000011,343,278,5,8,2,0,3,130,15,120,18,27,14,7,2,0,174,47,5,15,4,0,1,5,0,3,0,9,0,0,0,169,139
22111000012,22,111,000012,98,289,1,1,1,0,0,41,9,42,8,4,3,2,2,0,151,46,11,11,5,3,1,1,0,0,0,4,0,1,0,48,188
22111000013,22,111,000013,19,23,0,0,0,0,0,12,0,5,0,0,0,0,0,0,18,4,0,2,0,0,0,0,0,0,0,0,0,0,0,10,23
22111000014,22,111,000014,27,253,5,0,0,0,0,16,3,8,3,0,3,0,0,0,151,43,11,5,3,0,0,5,0,0,0,7,0,0,0,13,161
22111000015,22,111,000015,111,51,4,3,3,0,0,42,15,26,7,10,3,1,0,0,24,18,4,3,0,0,0,0,0,0,0,4,0,1,0,77,24
22111000016,22,111,000016,303.9,64.5,5,3,0,0,0,103.3,12.9,109.2,12.9,32.8,7.9,2,0,0,61.6,8.9,4,2,0,0,0,1,0,0,0,5,0,0,0,140,33.8
22111000017,22,111,000017,412,24.9,15.9,1,0,3,3,169.2,26.9,122.4,15.9,41.8,9,3,2,0,17.9,16.9,1,3,0,0,0,1,2,0,0,6,0,0,0,189.1,12.9
22111000018,22,111,000018,503.9,47.7,8.1,1.1,1.1,0,1,182.2,34.7,130.8,31.8,44.4,20.3,3,10,0,31.7,29.3,3,3,1,0,0,1,0,0,0,4.1,0,2,0,159.2,9.2
22111000019,22,111,000019,357,54,3,0,0,14,0,138,21,105,20,27,8,5,0,0,34,24,3,3,1,0,1,3,1,0,0,2,3,1,0,128,18
22111000020,22,111,000020,406,22,6,0,1,0,1,194,18,113,21,20,7,5,2,1,18,20,0,3,0,0,1,1,1,0,2,1,0,0,0,169,6
22111000022,22,111,000022,474,34,1,0,4,3,1,178,37,160,26,22,13,5,3,0,28,21,0,0,0,0,0,1,0,0,0,2,0,0,0,225,29
22111000023,22,111,000023,447,27,3,1,1,3,0,168,36,133,33,27,11,5,0,1,23,17,3,3,0,0,0,1,0,0,0,2,0,0,0,195,18
22111000024,22,111,000024,315.2,142.1,1,4,0,0,1,118,25.1,110.7,20.1,20.1,7.1,1,3,0,89.1,41,8,10,0,3,1,0,0,0,0,4,0,2,0,145.2,82.1
22111000026,22,111,000026,191,186,3,0,0,3,0,59,18,72,21,5,4,0,1,0,116,40,13,5,0,0,0,1,1,0,0,1,2,0,0,99,86
22111000027,22,111,000027,396.8,10.9,1,0,0,0,1,173,12.9,130.3,19.9,14.9,11.9,1,0,0,10.9,8,1,3,0,0,0,0,1,0,0,0,1,0,0,209.8,9.9
22111000028,22,111,000028,462.1,71.1,5,0,0,3,1,198.4,22.1,125.3,38.1,31.1,3,1,6,1,44.1,26,1,6,1,0,0,3,0,0,0,7,0,0,2,181.4,27
22111000029,22,111,000029,723.9,44.9,6,0,1,0,3,285.6,52.9,189.7,53.9,50.9,20,2,6,1,43.9,18,2,10,0,1,0,4,0,0,1,2,5,0,0,278.6,16
2211100017A,22,111,00017A,117,8,0,0,0,0,1,45,8,40,0,8,3,0,2,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,49,4
22113000001,22,113,000001,837.7,72.8,9.4,7,4,4.1,4.1,210.3,476.7,11.6,78.7,34.5,9.9,4.5,0.1,0,42.2,27.4,3.3,3.1,0,4,0,4.2,2,0,0,2.2,8.1,1.2,0.1,417.2,61
22113000002,22,113,000002,443,135,3,1,0,0,2,73,274,4,39,26,7,1,0,0,46,42,9,6,3,7,0,1,0,2,0,7,6,0,0,207,63
22113000006,22,113,000006,476.5,56.1,9,4,0,2,0,99.1,291.4,8,40,17,8,1,4,0,32.2,16.2,0,3,0,6.4,0,0,3,0,0,1,4,1,0,207.1,49.4
22113000009,22,113,000009,471,84,10,7,3,0,2,131,282,16,33,15,6,4,2,0,29,18,3,2,4,10,3,3,0,1,0,4,10,0,0,197,47
22113000011,22,113,000011,419,50,4,0,1,3,2,99,239,12,30,13,10,1,0,0,17,14,0,7,0,9,0,1,0,1,0,1,11,0,0,165,39
22113000012,22,113,000012,202.2,271.9,1,4,3,2,6,45.8,137.4,8,15.9,6,6,0,0,0,64.7,53.8,7,6,3,92.6,1,3,0,1,0,7,1,1,2,66.7,97.6
22113000014,22,113,000014,899.6,102,12,2,1,3,7,203.2,527.3,20,102,22,13,5,0,0,62,16,5,4,0,1,0,1,0,3,2,6,7,1,0,387.5,94
22113000016,22,113,000016,121.4,7.5,0.9,0,0,0,0,47.1,64,4.7,8.5,0.9,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,94.2,2.8
22113000018,22,113,000018,1191,96,25,5,3,0,2,229,660,67,154,36,10,7,0,0,41,28,5,8,2,2,0,6,0,0,0,7,28,1,0,542,62
22113000021,22,113,000021,65,11,3,0,0,0,0,18,50,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
22113000023,22,113,000023,472.9,59.8,6.9,5.9,2.9,2,0,85.6,306.7,16.7,45.1,6.9,1,0,2.9,0,23.5,18.6,3.9,0,2,4.9,1,0.1,0,0,0,1,10.8,1,0,282.1,42
22113000024,22,113,000024,400,87,4,1,1,0,2,83,225,12,49,11,8,6,0,0,36,24,1,4,0,0,0,1,0,0,0,1,11,1,0,194,42
22113000025,22,113,000025,1115,184,32,7,3,2,2,239,673,55,116,23,17,6,3,0,78,41,7,11,1,11,0,7,3,1,0,4,22,5,1,478,81
22113000026,22,113,000026,505.6,54.5,5,1,1,0,0,117.6,257.6,49.1,46.2,15.1,8,0,0,0,26.2,24.1,1,3,1,0,0,0,0,0,0,0,7.1,0,0,244.2,15.3
22113000028,22,113,000028,512,51.7,20.9,1,7,0,1,118.3,289.3,35.8,35.8,8.9,5,1,1,2,25.9,19.9,3,1,1,4,0,5,0,0,0,1,16.9,0,1,266.4,43.8
22113000029,22,113,000029,398,60.3,7.1,2,4,2,1,77.7,238.7,29.2,30.2,15.1,5,0,0,0,24.1,14.1,4,0,1,1,1,3,0,0,0,0,10.1,3,0,235.6,33.2
22113000034,22,113,000034,220,152,5,4,4,2,3,32,159,15,26,7,4,4,0,0,50,40,5,3,1,13,0,1,0,0,0,2,10,0,0,98,42
22113000035,22,113,000035,275,130,5,1,3,0,0,69,191,13,19,4,0,5,0,2,46,32,6,3,0,2,1,1,0,0,0,0,6,1,0,127,59
22113000037,22,113,000037,83,499,5,4,1,3,3,18,136,8,5,3,1,2,0,0,131,110,15,21,11,29,0,0,4,1,0,11,4,1,0,31,137
22113000038,22,113,000038,45,337,3,6,1,2,0,11,72,2,6,1,1,5,0,0,86,70,12,14,4,21,0,0,1,0,3,8,3,2,0,10,105
22113000039,22,113,000039,137,157,1,0,0,2,0,20,89,11,21,4,3,2,0,0,46,37,4,3,1,18,0,3,0,3,0,4,0,1,0,61,42
22113000040,22,113,000040,560.5,94.1,15,2,1,2,1,112.3,332.9,29.1,51.1,13,6,14,3,2,41,14,3,4,1,4,0,2,3,1,0,5,14.1,0,0,297.7,53.1
22113000041,22,113,000041,68,11,0,0,0,0,3,20,38,9,9,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
22113000044,22,113,000044,467.2,41.8,9.2,1.1,4,0,0,100.8,296,12.4,34.6,11.3,5.1,4,3,0,14.9,7.8,4.2,3.1,1,0,0,2,0,0,0,0.1,10.2,1,0,217.9,22.2
22113000051,22,113,000051,416.4,72.8,9.3,0,0.9,2.8,0.9,101.8,249.3,12.1,36.4,6.5,4.7,0,0,0,19.6,16.8,1.9,0.9,2.8,0.9,0,1.9,0,0.9,0,3.7,27.1,1.9,0,209.2,40.1
22113000053,22,113,000053,1054,198,14,3,1,0,4,208,583,37,82,45,10,9,0,0,75,45,6,11,1,16,1,5,0,0,0,7,83,0,0,422,86
2211300005A,22,113,00005A,323,18,4,1,0,5,0,91,154,19,29,13,5,4,0,0,8,13,1,0,0,2,0,0,0,0,0,1,3,0,0,143,14
2211300007B,22,113,00007B,556,47,9,4,0,2,6,131,275,25,76,13,5,2,0,2,20,20,4,3,5,5,0,5,0,0,0,4,8,0,2,272,34
2211300008B,22,113,00008B,251,17,5,0,0,2,0,53,125,5,27,7,14,2,0,0,8,7,1,3,0,1,0,0,0,1,0,1,1,1,0,109,10
2211300010A,22,113,00010A,444,91,9,1,1,0,2,111,267,20,27,4,5,5,0,0,38,24,4,7,2,13,2,3,0,0,0,2,6,1,0,191,44
2211300019A,22,113,00019A,779,87,21,7,1,0,4,185,396,33,77,33,10,7,3,0,38,31,1,7,5,2,0,7,4,0,0,10,20,1,0,381,52
2211300019B,22,113,00019B,13,1,4,1,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5
2211300021A,22,113,00021A,214.5,12.9,3,0,1,0,0,41.7,120.1,18.9,15.9,5,1,0,0,0,7,5,1,0,3,0,0,1,2,0,0,0,10.9,0,0,101.3,13.9
2211300025A,22,113,00025A,199,20,5,1,1,0,0,49,110,7,20,5,1,2,0,0,9,12,0,3,0,0,0,1,0,0,0,0,1,0,0,109,10
2211300026A,22,113,00026A,322.2,64.4,5.9,1,2.9,2,0,68.3,198.2,10.7,24.4,12.7,4.9,0,1,0,25.4,17.6,5.9,0,0,0,2.9,0,1,0,0,2,7.8,0,0,156.2,38.1
2211300032B,22,113,00032B,27,175,0,0,0,0,1,7,42,0,1,1,0,1,0,0,33,55,9,4,1,11,0,3,0,0,0,5,1,1,0,10,38
2211300034A,22,113,00034A,48,149,0,0,1,0,3,13,46,5,5,0,0,1,0,0,30,45,5,6,0,10,1,0,0,0,0,5,4,1,0,21,31
2211300042A,22,113,00042A,446.2,96.5,7.1,2,3,3,7,97.8,236.7,25.1,43.4,13.1,13,1,0,0,33.2,31.2,4,4,3,7,0,5,0,0,1,2,14.1,1,0,232.5,50.4
2211300042B,22,113,00042B,36,6,3,0,0,0,0,7,22,5,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,3,0,0,6,6
2211300045A,22,113,00045A,318.1,40,4.5,1,0,0.2,0,64.6,172.8,15.7,33,5.4,6.3,1,0,0,9.1,12.9,3.1,1,1.2,1,1,2.1,0,1,0,2.2,12.5,0.1,0,150.6,30.2
2211300046A,22,113,00046A,270,92,7,3,3,0,1,63,169,21,29,5,4,2,0,0,30,15,1,4,3,4,0,4,0,0,0,0,8,0,0,138,34
2211300050A,22,113,00050A,594.5,94.1,6.2,2,0,0,0,117.6,300.9,20.2,60.6,24.1,6.1,6,0,0,38.3,31.3,2,6,1,1,1,5,0,1,0,2.1,33.4,0,0,223.3,43.6
2211300057A,22,113,00057A,600,77,12,0,1,0,0,131,310,15,73,18,8,1,0,0,32,25,2,3,3,4,0,1,0,0,0,5,44,1,0,269,50
2211300057B,22,113,00057B,125.9,13.7,6,0.1,0,0,1,34.7,61.6,3.2,13.4,5,3,1,0,0,3.3,5.2,0.1,0,0,0.1,0,3.9,0,1,0,1,1.1,0,0,48.4,2.6
22113007A-1,22,113,007A-1,109,5,5,1,0,0,0,38,47,3,10,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,2,0,0,48,3
22113019A-1,22,113,019A-1,179,45,4,2,0,0,2,31,104,13,29,7,1,0,0,0,20,6,1,1,0,1,0,1,0,0,0,4,1,1,0,63,21
22113020A-2,22,113,020A-2,97.3,27,1,2,0,0,0,27.1,46.2,4,13,1,3,0,0,0,9,7,0,0,0,9,0,0,0,0,0,0,3,0,0,32.1,10
22113020B-1,22,113,020B-1,262,22,6,1,0,0,2,80,121,8,21,11,9,1,1,0,5,8,1,4,3,0,0,0,0,0,0,7,1,0,0,121,9
22113036A-1,22,113,036A-1,83,77,4,2,1,0,1,21,54,8,6,4,4,0,0,0,26,18,4,0,0,6,0,1,0,0,0,2,3,0,0,41,19
22113046B-1,22,113,046B-1,203,129,4,0,1,0,0,60,115,12,6,5,0,2,0,2,32,52,7,1,1,4,1,2,1,0,0,0,7,0,0,106,40
22113046B-2,22,113,046B-2,43,84,1,1,0,0,0,8,27,3,10,0,1,1,0,0,26,28,5,3,1,6,0,0,0,0,0,2,0,0,0,17,25
22113046B-3,22,113,046B-3,105,42,4,1,0,0,3,24,70,3,3,1,3,1,0,0,20,8,2,1,0,1,0,4,0,0,0,1,3,0,0,52,15
22113046B-4,22,113,046B-4,228.9,128.3,8.9,5.9,0,0,1,56.2,136.2,15.8,12.8,6.9,1,1,0,0,39.5,38.5,8.9,6.9,4,4,0,1,1,0,0,4,7.9,1,0,107.6,41.5
22113049B-1,22,113,049B-1,1354.8,121.1,27,7,4,0,1,257.2,713.4,56,166.1,14,25,11,1,0,50,31,3,7,8,1,1,7,0,0,0,7,100.1,0,0,591.3,55
221150001-1,22,115,0001-1,334,153,10,2,2,3,2,38,26,188,39,27,15,3,0,2,49,25,18,25,0,0,3,7,2,2,0,3,2,1,0,94,46
221150001-2,22,115,0001-2,83,399,7,3,2,0,2,22,12,42,0,2,8,1,2,0,202,47,31,34,10,2,5,0,3,2,0,10,1,3,5,27,164
221150001-3,22,115,0001-3,573.1,343.7,21.1,3,2,0,2,90.3,63.9,318.1,53.4,29,18.8,6.2,3.9,0,129.3,67.1,26.4,42.9,3,4.9,11,13.9,3.1,3.9,0,10.1,4,3,0,220,114
221150001-4,22,115,0001-4,46.9,33,3.4,2,0,3,0,5.6,4.1,31.5,6.9,2.5,3.3,1.1,0.1,0,10.3,5.2,0.5,6.7,3,0.1,0.2,3.2,0,0.1,0,0.2,0.1,0,0,12.8,9
221150001-5,22,115,0001-5,388,68,6,3,2,3,0,50,43,245,16,16,8,4,2,0,28,15,5,7,3,2,0,5,0,0,0,5,1,3,0,184,22
221150001-6,22,115,0001-6,165,153,6,6,0,3,4,23,16,91,13,6,5,3,0,0,61,27,20,21,0,0,3,0,4,0,0,1,0,3,0,62,62
221150001-7,22,115,0001-7,390.6,68,10,1,0,0,3,56.1,43,200.3,27,17,15,5,0,0,27,7,11,13,0,2,2,7,3,1,0,6,4,1,0,144.2,22
221150001-8,22,115,0001-8,144,38,4,0,3,0,2,22,10,94,11,9,6,0,0,0,11,0,6,7,0,0,0,1,0,1,0,1,0,0,0,45,13
221150001-9,22,115,0001-9,68.9,3,3,0,0,0,0,7,4,41.9,10,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,1
221150002-1,22,115,0002-1,1171.1,117.4,17.9,7,7,2,5,147.3,97.5,662.7,89.6,68.7,52.7,11.9,4,3,70.7,28.9,3,14.9,0,5,2,5,3,1,0,9,0,3,3,417.9,44.8
221150002-2,22,115,0002-2,68.9,7,0,0,0,0,0,13,4,37,6,4,1,2,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,27,3
221150002-3,22,115,0002-3,530,18,11,0,0,2,0,95,52,262,42,34,5,2,3,0,35,2,2,7,0,0,0,1,2,0,0,1,1,0,0,226,9
221150002-4,22,115,0002-4,340.2,56.5,9,2.3,4.5,0,0,45.4,26.1,210.9,29,19.9,7.3,0,0,0,34.8,9.4,5.3,8.6,0,0,0,1,1.6,0,2,0,1,0,0,164.1,30.8
221150003-1,22,115,0003-1,306.1,12,1,1,2,0,0,44,38,133,32,23,9,4,0,0,5,5,2,2,0,0,0,3,0,0,0,1,1,1,2,111,8
221150003-2,22,115,0003-2,104,14.2,2.1,0.7,0,0,0,16.3,12.7,50.2,7.1,9.2,0.7,1.4,0,0,7.8,3.5,1.4,0,0,0,0,0.7,0.7,0,0,0.7,0,0,0,27.6,11.3
221150003-3,22,115,0003-3,106.7,5.2,0,1,0,0,0,19.6,17.9,35.6,11.2,4.2,4,1,0,0,6.2,0,2,2,0,0,0,0,3,0,0,0,0,0,0,47.4,7.2
221150003-4,22,115,0003-4,467.9,25.2,5,1,2,0,0,67.2,35.1,276.3,41,26.1,10,4,0,0,17.1,14,6,6,0,0,0,1,0,0,0,1,0,3,0,190.2,16
221150003-5,22,115,0003-5,349,22,5,0,0,0,0,48,40,117,24,39,13,0,0,0,24,7,0,13,0,0,0,5,0,0,0,1,0,1,0,140,10
221150004-1,22,115,0004-1,317.9,44.7,3,0,0,5,2,62.6,32.8,153,8,31.8,9.9,8,0,0,18.9,8.9,3,6,0,1,0,0,0,1,0,4,2,0,3,111.3,8
221150004-2,22,115,0004-2,150,22,3,1,0,0,2,18,16,100,11,8,4,0,0,0,3,9,0,4,0,0,0,0,1,0,0,0,0,0,1,69,4
221150004-3,22,115,0004-3,105,12,0,0,0,0,0,12,9,55,10,11,3,1,0,0,0,7,2,4,2,0,0,0,0,0,0,0,0,0,0,38,8
221150005-1,22,115,0005-1,938.7,67.6,14.1,7,2.5,0.3,3.2,191.2,116.7,395.1,59.7,56.8,39.9,6.2,0,2.1,58.4,16.2,16,15.3,0,3.1,0,4.1,0,0,2,7.2,4.1,1.1,0,301.8,29.6
221150005-2,22,115,0005-2,284,13,5,0,0,0,2,48,26,122,14,18,6,4,1,0,22,2,5,4,2,0,0,1,0,1,0,4,1,0,0,76,5
221150006-1,22,115,0006-1,98,10,0,3,0,2,0,23,5,43,4,10,6,1,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,47,1
221150006-2,22,115,0006-2,136.5,13,0,1,0,2,0,25.9,12,64.8,3,15.9,8,0,0,0,11,0,2,2,0,0,0,0,0,0,0,0,1,0,0,46.8,8
221150006-3,22,115,0006-3,144.7,3.7,0.1,0,0.1,0,0,34.7,8.8,68.7,5.6,11.6,4.4,1.1,0,0,6.4,4.1,0.1,0.2,0,0,0,0.1,0,0,0,1,0,1,0,56.3,5.4
221150006-4,22,115,0006-4,366.7,7.9,4.9,0,3,2,0,56,28.5,181.9,26.5,36.4,10.8,1,0,1,15.7,2,0,2,0,0,1,3.9,0,0,0,3,0,0,1,164.2,3
221150007-1,22,115,0007-1,546.8,92.4,7.3,1,0,0.2,3.2,63.7,162,168.4,24.5,32.7,21.5,6.2,6,0,40.6,32,11.5,11.5,3,0,3.3,0.2,0,0.1,0,9.1,0,1.1,0,130.1,30.2
221150007-2,22,115,0007-2,293.3,17.8,4,0,2,0,3,47.4,69.1,129.4,13.8,12.8,4,1,1,0,13.8,2,2,2,0,0,0,0,1,0,0,1,2,1,0,113.6,11.8
221150007-3,22,115,0007-3,161,2,1,0,0,0,0,45,18,65,6,10,4,1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,57,5
221150007-4,22,115,0007-4,44,3,1,0,0,0,2,4,1,22,3,6,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,14,1
221150007-5,22,115,0007-5,519,32,5,1,1,0,2,63,128,228,24,24,15,2,3,0,17,5,5,2,2,0,0,2,0,0,0,6,0,0,0,177,8
221150008-1,22,115,0008-1,313.9,20,1,1,1,0,5,47,31,175.9,21,12,11,2,0,0,14,11,0,5,0,1,0,1,0,1,0,1,0,0,0,115,12
221150008-2,22,115,0008-2,347,28.8,0.9,2.7,0,4.5,4.5,51.2,26.1,174.4,35.1,24.3,8.1,6.3,0,0,24.3,6.3,0,4.5,1.8,0,0,0,0.9,0,0,4.5,3.6,0.9,0.9,121.3,14.4
221150008-3,22,115,0008-3,313,11.6,0,0,0.9,0,0,61,8.9,143.6,24.2,22.3,5.8,1,0,0,24.1,2,2.9,3.9,0,0,0,1,0,0,0,0,1,0,0,158.9,7.8
22115001-1B,22,115,001-1B,9,20,1,0,0,0,0,2,0,6,0,0,0,0,0,0,11,0,2,2,0,0,0,0,0,0,0,3,1,0,0,3,3
22115001-2A,22,115,001-2A,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115001-3B,22,115,001-3B,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
22115001-3C,22,115,001-3C,14,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
22115001-3D,22,115,001-3D,7,12,0,0,0,0,2,3,3,3,0,0,0,0,0,0,2,0,3,0,2,2,0,0,0,0,0,0,0,0,0,5,1
22115001-4A,22,115,001-4A,23,0,0,2,0,0,0,2,1,12,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
22115001-4B,22,115,001-4B,61,48,1,2,0,0,0,9,5,37,3,4,3,0,0,0,22,4,7,4,0,0,0,3,2,0,0,3,0,1,0,19,13
22115001-4C,22,115,001-4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115001-4D,22,115,001-4D,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
22115001-5A,22,115,001-5A,52,7,1,0,0,0,0,10,8,29,4,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,7
22115001-6A,22,115,001-6A,23,18,3,0,0,0,0,0,1,20,0,1,3,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,1,0,10,8
22115001-6B,22,115,001-6B,20,27,3,2,0,0,2,7,0,11,3,0,0,0,0,0,5,7,7,4,0,0,0,0,2,0,0,0,0,1,0,6,3
22115001-7A,22,115,001-7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115001-7B,22,115,001-7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115001-8A,22,115,001-8A,167.8,89.7,3.6,0.9,0,0,0,20.6,14.4,89.7,17.9,10.8,9,2.7,0,0,28.7,27.8,7.2,13.5,0,0,1.8,0.9,1.8,0,0,2.7,0.9,0,0,53.8,33.2
22115001-8C,22,115,001-8C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115001-8E,22,115,001-8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115001-8F,22,115,001-8F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115002-1A,22,115,002-1A,151.8,7.6,1.1,0,0,0,3,7.7,10.5,97.3,6.4,9.3,5.3,0.1,0,0,9.3,0.1,0,4.1,0,2,0,3,0,0,0,1,1,0,2,52.1,7.2
22115002-2A,22,115,002-2A,156.6,6.5,2.4,0.8,0,0,0,20.2,10.5,85.5,16.1,9.7,6.5,1.6,0,0,7.3,1.6,1.6,0,0,1.6,0,0,0,0.8,2.4,0.8,0,0,0,81.5,7.3
22115002-3A,22,115,002-3A,161,7,3,1,0,0,0,34,8,88,0,11,5,1,0,0,13,0,0,0,0,2,0,1,0,0,0,1,1,0,0,42,0
22115002-4E,22,115,002-4E,22.3,7.2,0.9,0.7,0.4,0,0,4.3,0.7,13.5,3.8,0.9,0.7,0,0,0,2.9,1.6,0.7,1.4,0,0,0,0,0.4,0,0,0,0,0,0,11.7,4
22115004-3A,22,115,004-3A,225,47,4,0,2,0,7,39,14,120,17,16,10,1,0,0,17,13,2,0,0,1,1,3,6,0,0,5,0,0,0,73,10
22115004-3C,22,115,004-3C,27,36.6,3.9,0.1,0,0,0,4.7,8.8,12.6,0.8,0.2,2.2,1,0.2,0,12.5,13.3,2.4,1.5,0.3,0,0.3,3.5,0.5,0,0,0.1,0.6,0.3,0.1,4.7,9.3
22115004-3E,22,115,004-3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115004-3F,22,115,004-3F,3,5,5,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0
22115004-3G,22,115,004-3G,100,73.4,7.1,0.9,0,0,0,13.3,14.2,58.4,6.2,1.8,1.8,0,1.8,0,26.5,17.7,2.6,11.5,2.6,0,2.6,3.5,3.5,0,0,0.9,4.4,2.6,0.9,20.4,17.7
22115004-3J,22,115,004-3J,81,25,4,0,2,0,0,15,5,48,4,5,8,0,0,0,6,7,0,2,0,0,1,1,3,0,0,1,0,0,0,33,4
22115004-3K,22,115,004-3K,123.9,56.9,15,3,3,2,2,19,16,42,10,10,24,2,0,0,20,13,3,4,0,0,3,6,0,0,0,4,1,1,0,17,1
22115004-3L,22,115,004-3L,92,42,7,3,2,0,0,16,16,31,3,5,5,2,1,2,16,4,6,6,0,1,0,7,0,1,0,3,0,3,0,9,0
22115004-3M,22,115,004-3M,24,13,1,0,5,0,0,3,7,6,4,1,1,1,0,0,3,2,5,0,0,1,1,3,0,0,0,1,0,0,0,2,12
22115004-3N,22,115,004-3N,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115005-1A,22,115,005-1A,69,5,0,0,0,0,0,13,8,26,7,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,27,1
22115005-2A,22,115,005-2A,39,3.2,0.1,0.3,0,0.5,0.5,5.8,2.9,19.6,3.9,2.7,0.9,0.7,0,0,2.7,0.7,0,0.5,0.2,0,0,0,0.1,0,0,0.5,0.4,0.1,0.1,13.7,1.6
22115007-2A,22,115,007-2A,635.4,102.9,19,3,2,0,0,91.9,163.8,213.8,47,55.9,16,4,7,1,33,24,8,34,2,0,0,6,0,3,0,4,1,0,0,174.8,26
22115007-4A,22,115,007-4A,160,8,3,1,1,0,0,35,21,68,4,11,4,1,3,0,11,2,2,4,0,0,0,0,0,0,0,2,0,0,0,51,5
22115007-5A,22,115,007-5A,119.9,44.7,2.7,0,0,1.8,1.8,22.4,24.2,52.8,3.6,5.4,4.5,1.8,0,0,21.5,8.1,4.5,3.6,0,0,2.7,1.8,0,0.9,0,0.9,0,0.9,0,42,18.8
22115007-5C,22,115,007-5C,133,8,0,0,0,0,0,19,22,59,7,8,8,2,0,0,5,0,3,4,0,0,0,0,0,0,0,2,0,0,0,46,6
221170001-1,22,117,0001-1,877.4,80.1,17,5,0,0,5,485.2,84,97,88,88,19,3,0,0,35,30,3,7,1,0,0,7,0,0,0,7,7,6,0,382.2,25
221170001-2,22,117,0001-2,332.1,44.3,8.5,2.8,3.8,2.8,0,172.7,31.1,39.6,23.6,32.1,7.6,4.7,0,0,27.4,26.4,2.8,3.8,0,1.9,0,5.7,0,0,0.9,0.9,0,0.9,0,105.7,17
